"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20082435","SALT LAKE CITY","5","6","90Z","900 S STATE ST                                                                                          ","01/04/2008","PEF","231","01/04/2008","5309-0","PUBLIC PEACE","1892612","880411"
"SL20082421","SALT LAKE CITY","5","6","0","1700 S MAIN ST                                                                                           ","01/04/2008","PEF","234","01/04/2008","2499-14","STOLEN VEHICLE","1891796","874346"
"SL20082366","SALT LAKE CITY","1","6","23F","5100 W WILEY POST WAY                                                                                    ","01/04/2008","JOM","133","01/04/2008","2305-0","LARCENY","1858004","889223"
"SL20082476","SALT LAKE CITY","3","6","90I","200 W FERN AVE                                                                                          ","01/04/2008","CAH","111","01/04/2008","5324-0","PUBLIC PEACE","1890078","893248"
"SL20082103","SALT LAKE CITY","3","6","23C","900 N BECK ST                                                                                           ","01/04/2008","CAH","111","01/04/2008","2303-0","LARCENY","1889076","895235"
"SL20082149","SALT LAKE CITY","4","6","90J","200 S RIO GRANDE ST                                                                                     ","01/04/2008","DTN","112","01/04/2008","5707-0","INV OF PRIVACY","1888297","885576"
"SL20082157","SALT LAKE CITY","4","6","90Z","500 E 600 S                                                                                             ","01/04/2008","CEC","214","01/04/2008","4902-0","ESCAPE","1896271","882765"
"SL20082163","SALT LAKE CITY","4","6","90Z","200 E 400 S                                                                                             ","01/04/2008","CEC","113","01/04/2008","4902-0","ESCAPE","1893592","884418"
"SL20082188","SALT LAKE CITY","4","6","35A","500 E 600 S                                                                                             ","01/04/2008","CEC","214","01/04/2008","3512-0","DRUGS","1896277","882765"
"SL20082246","SOUTH SALT LAKE",,"6","0",,"01/04/2008","94","94","01/04/2008","5399-28","PUBLIC PEACE","1885127","861211"
"SL20082295","SALT LAKE CITY","5","6","0","1100 S STATE ST                                                                                          ","01/04/2008","PEF","231","01/04/2008","5499-7","TRAFFIC","1892605","878628"
"SL20082159","SALT LAKE CITY","4","6","0","400 S 500 E                                                                                             ","01/04/2008","CEC","214","01/04/2008","5499-8","TRAFFIC","1895856","883946"
"SL20082531","SALT LAKE CITY","2","6","0","1500 S 900 W                                                                                             ","01/04/2008","WSL","153","01/04/2008","5499-12","TRAFFIC","1884669","875777"
"SL20082441","SALT LAKE CITY","1","6","90Z","600 N 3700 W                                                                                            ","01/04/2008","JOM","133","01/04/2008","4902-0","ESCAPE","1867258","892652"
"SL20082591","SALT LAKE CITY","5","6","240","1400 S WEST TEMPLE ST                                                                                    ","01/04/2008","PEF","231","01/04/2008","2499-17","STOLEN VEHICLE","1891008","876217"
"SL20082407","SALT LAKE CITY","1","6","23F","700 N IRVING ST                                                                                         ","01/04/2008","ROP","131","01/04/2008","2305-0","LARCENY","1878944","893877"
"SL20082410","SALT LAKE CITY","4","6","290","500 S 400 E                                                                                             ","01/04/2008","CEC","214","01/04/2008","2902-1","DAMAGED PROP","1895062","883343"
"SL20082411","SALT LAKE CITY","2","6","0","200 S 1400 W                                                                                            ","01/04/2008","POP","151","01/04/2008","7399-16","PUBLIC ORDER","1880808","885423"
"SL20082594","SALT LAKE CITY","1","6","0",,"01/04/2008","JOM","133","01/04/2008","7399-1","PUBLIC ORDER","1866905","891511"
"SL20082386","SALT LAKE CITY","7","6","220","2800 S 1100 E                                                                                            ","01/04/2008","SUG","235","01/04/2008","2203-0","BURGLARY","1900520","865705"
"SL20082532","SALT LAKE CITY","7","6","240","2800 E GLEN OAKS DR                                                                                      ","01/04/2008","EAB","236","01/04/2008","2499-13","STOLEN VEHICLE","1914650","870853"
"SL20082620","SALT LAKE CITY","5","6","0","200 E KELSEY AVE                                                                                        ","01/04/2008","WEL","231","01/04/2008","2499-14","STOLEN VEHICLE","1893830","878158"
"SL20082475","SALT LAKE CITY","1","6","40A","1900 W NORTH TEMPLE ST                                                                                   ","01/04/2008","JOM","133","01/04/2008","4004-0","COMMERCIAL SEX","1876037","888458"
"SL20082521","SALT LAKE CITY","3","6","0","300 N 300 W                                                                                             ","01/04/2008","CAH","111","01/04/2008","5399-60","PUBLIC PEACE","1889540","890192"
"SL20082444","SALT LAKE CITY","4","6","90Z","100 S 300 E                                                                                             ","01/04/2008","CEC","113","01/04/2008","4902-0","ESCAPE","1894222","886747"
"SL20082639","SALT LAKE CITY","1","6","240","5100 W AMELIA EARHART DR                                                                                 ","01/04/2008","JOM","133","01/04/2008","2499-17","STOLEN VEHICLE","1857570","890275"
"SL20082569","SALT LAKE CITY","2","6","35A","2000 S REDWOOD RD                                                                                        ","01/04/2008","WSL","153","01/04/2008","3532-0","DRUGS","1878572","871942"
"SL200837829","WEST MILLCREEK",,"4","520",,"02/27/2008","07","07","02/27/2008","5203-0","WEAPON OFFENSE","1899223","853210"
"SL20082484","SALT LAKE CITY","1","6","90D","1800 W KIMBERLY CIR                                                                                      ","01/04/2008","JOM","133","01/04/2008","5499-44","TRAFFIC","1877632","891334"
"SL20082291","SALT LAKE CITY","5","6","23F","300 W 2100 S                                                                                            ","01/04/2008","PEF","234","01/04/2008","2305-0","LARCENY","1889068","871605"
"SL20082666","SALT LAKE CITY","2","6","0","1400 S REDWOOD RD                                                                                        ","01/04/2008","WSL","154","01/04/2008","5499-12","TRAFFIC","1878526","876152"
"SL20082606","SALT LAKE CITY","4","6","240","300 S 300 E                                                                                             ","01/04/2008","CEC","113","01/04/2008","2499-13","STOLEN VEHICLE","1894215","884820"
"SL20082466","SALT LAKE CITY","4","6","90Z","200 S 500 W                                                                                             ","01/04/2008","DTN","112","01/04/2008","4902-0","ESCAPE","1887879","885988"
"SL20082514","SALT LAKE CITY","4","6","90G","200 S RIO GRANDE ST                                                                                     ","01/04/2008","DTN","112","01/04/2008","4104-0","LIQUOR","1888237","885727"
"SL20082526","SALT LAKE CITY","3","6","0","500 W 500 N                                                                                             ","01/04/2008","STF","111","01/04/2008","7399-3","PUBLIC ORDER","1887510","891511"
"SL20082548","SALT LAKE CITY","4","6","0","200 S STATE ST                                                                                          ","01/04/2008","CEC","113","01/04/2008","7399-1","PUBLIC ORDER","1892692","885551"
"SL20082554","SALT LAKE CITY",,"6","35A",,"01/04/2008","40","40","01/04/2008","3532-0","DRUGS","1888560","885820"
"SL20082610","SALT LAKE CITY","4","6","13B","700 S 600 E                                                                                             ","01/04/2008","CEC","214","01/04/2008","1313-0","ASSAULT","1896641","881946"
"SL20082434","SALT LAKE CITY","4","6","90Z","200 S 500 W                                                                                             ","01/04/2008","DTN","112","01/04/2008","4902-0","ESCAPE","1887879","885988"
"SL20082388","SALT LAKE CITY","1","6","0","600 N OAKLEY ST                                                                                         ","01/04/2008","ROP","131","01/04/2008","5399-28","PUBLIC PEACE","1881929","892876"
"SL20082619","SALT LAKE CITY","4","6","90Z","200 S 500 W                                                                                             ","01/04/2008","DTN","112","01/04/2008","4902-0","ESCAPE","1887877","885631"
"SL20082604","SALT LAKE CITY","4","6","90C","100 S 800 E                                                                                             ","01/04/2008","EAC","213","01/04/2008","5399-12","PUBLIC PEACE","1898245","886559"
