"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20093619","SALT LAKE CITY",,"3","0",,"01/06/2009","40","40","01/06/2009","7399-1","PUBLIC ORDER","1869739","890270"
"SL20093642","SALT LAKE CITY",,"3","0",,"01/06/2009","40","40","01/06/2009","7399-1","PUBLIC ORDER","1869739","890270"
"SL20093666","SALT LAKE CITY","4","3","90Z","400 E 500 S                                                                                             ","01/06/2009","CEC","214","01/06/2009","4902-0","ESCAPE","1895247","883621"
"SL20093654","SALT LAKE CITY","5","3","35B","1300 S STATE ST                                                                                          ","01/06/2009","LIW","231","01/06/2009","3550-0","DRUGS","1892660","877240"
"SL20093595","SALT LAKE CITY","4","3","13B","000 S 300 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","1313-0","ASSAULT","1894283","887135"
"SL20093626","SALT LAKE CITY","5","3","23F","1700 S 300 W                                                                                             ","01/06/2009","PEF","234","01/06/2009","2305-0","LARCENY","1889476","874431"
"SL20093607","SALT LAKE CITY","5","3","290","1300 S EDISON ST                                                                                         ","01/06/2009","LIW","231","01/06/2009","2902-0","DAMAGED PROP","1893007","877219"
"SL20093478","SALT LAKE CITY","7","3","0","900 E ATKIN AVE                                                                                         ","01/06/2009","SUG","235","01/06/2009","7399-11","PUBLIC ORDER","1899462","865904"
"SL20093548","SALT LAKE CITY","5","3","0","200 W 1300 S                                                                                            ","01/06/2009","PEF","231","01/06/2009","7399-99","PUBLIC ORDER","1889823","877496"
"SL20093699","SALT LAKE CITY","4","3","35B","500 W 200 S                                                                                             ","01/06/2009","DTN","112","01/07/2009","3550-0","DRUGS","1887322","885967"
"SL20093431","SALT LAKE CITY",,"3","0","000 2700 S                                                                                              ","01/06/2009","SUG","236","01/06/2009","5499-8","TRAFFIC","1910238","866859"
"SL20093544","SALT LAKE CITY","7","3","0","1100 E WILSON AVE                                                                                        ","01/06/2009","SUG","236","01/06/2009","5499-8","TRAFFIC","1900549","873779"
"SL20093460","SALT LAKE CITY","4","3","0","600 S 500 E                                                                                             ","01/06/2009","CEC","214","01/06/2009","5499-8","TRAFFIC","1895792","882782"
"SL20093484","SALT LAKE CITY","4","3","0","600 S 500 E                                                                                             ","01/06/2009","CEC","214","01/06/2009","5499-8","TRAFFIC","1895792","882782"
"SL20093426","SALT LAKE CITY",,"3","0","000 500 S                                                                                               ","01/06/2009","EAB","213","01/06/2009","5499-7","TRAFFIC","1903241","883561"
"SL20093476","SALT LAKE CITY","4","3","0","1300 E 500 S                                                                                             ","01/06/2009","EAC","215","01/06/2009","5499-8","TRAFFIC","1902176","883535"
"SL20093587","SALT LAKE CITY","5","3","0","400 E 1700 S                                                                                            ","01/06/2009","LIW","234","01/06/2009","5499-7","TRAFFIC","1895009","874462"
"SL20093530","SALT LAKE CITY","5","3","0","1300 S 300 E                                                                                             ","01/06/2009","LIW","231","01/06/2009","5499-7","TRAFFIC","1894188","877442"
"SL20093640","SALT LAKE CITY","4","3","13B","300 S 200 W                                                                                             ","01/06/2009","DTN","112","01/06/2009","1313-0","ASSAULT","1890250","884714"
"SL20093665","SALT LAKE CITY","6","3","0","000 N MEDICAL DR                                                                                        ","01/06/2009","UNV","213","01/06/2009","7399-99","PUBLIC ORDER","1906168","887963"
"SL20093585","SALT LAKE CITY","3","3","0","800 N 300 W                                                                                             ","01/06/2009","CAH","111","01/06/2009","5499-7","TRAFFIC","1889497","894228"
"SL20093668","SALT LAKE CITY","4","3","90E","400 W 200 S                                                                                             ","01/06/2009","DTN","112","01/06/2009","7399-26","PUBLIC ORDER","1888485","885963"
"SL20093740","SALT LAKE CITY","6","3","220","2000 S 2100 E                                                                                            ","01/06/2009","SUG","236","01/07/2009","2203-0","BURGLARY","1908551","871836"
"SL20093385","SALT LAKE CITY","4","3","90C","300 W 400 S                                                                                             ","01/06/2009","DTN","112","01/06/2009","5311-0","PUBLIC PEACE","1889084","884435"
"SL20093541","SALT LAKE CITY","2","3","26C","1900 S 4130 W                                                                                            ","01/06/2009","WSL","154","01/06/2009","2699-1","FRAUD","1864416","872610"
"SL20093555","SALT LAKE CITY","1","3","90Z","1000 W NORTH TEMPLE ST                                                                                   ","01/06/2009","STF","132","01/06/2009","4902-0","ESCAPE","1883934","888427"
"SL20093580","SALT LAKE CITY","2","3","23D","1400 W PACIFIC AVE                                                                                       ","01/06/2009","POP","151","01/06/2009","2308-0","LARCENY","1880307","884074"
"SL20093597","SALT LAKE CITY","2","3","13B","100 S 800 W                                                                                             ","01/06/2009","POP","151","01/06/2009","1313-0","ASSAULT","1885565","886737"
"SL20093657","SALT LAKE CITY","4","3","23H","200 W 500 S                                                                                             ","01/06/2009","DTN","114","01/06/2009","2399-0","LARCENY","1890176","883639"
"SL20093675","SALT LAKE CITY","2","3","220","3600 W 800 S                                                                                             ","01/06/2009","POP","154","01/06/2009","2203-0","BURGLARY","1867497","881143"
"SL20093813","SALT LAKE CITY","2","3","0","1000 W 700 S                                                                                             ","01/06/2009","POP","151","01/07/2009","7399-6","PUBLIC ORDER","1883596","882077"
"SL20093618","SALT LAKE CITY","4","3","90Z","600 S 200 W                                                                                             ","01/06/2009","PEF","114","01/06/2009","4902-7","ESCAPE","1890242","882793"
"SL20093807","SALT LAKE CITY","2","3","13C","1400 W ANDREW AVE                                                                                        ","01/06/2009","WSL","153","01/07/2009","1316-2","ASSAULT","1880664","875792"
"SL20093410","SALT LAKE CITY","4","3","23C","300 E 200 S                                                                                             ","01/06/2009","CEC","212","01/06/2009","2303-0","LARCENY","1894829","885938"
