"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2007576","SALT LAKE CITY","7","3","240","2200 S FOOTHILL DR                                                                                       ","01/02/2007","SUG","236","01/02/2007","2499-17","STOLEN VEHICLE","1913404","870652"
"SL2007541","SALT LAKE CITY","7","3","0","1700 S 1100 E                                                                                            ","01/02/2007","SUG","235","01/02/2007","5399-28","PUBLIC PEACE","1900516","874458"
"SL2007588","SALT LAKE CITY","7","3","240","900 E ATKIN AVE                                                                                         ","01/02/2007","SUG","235","01/02/2007","2499-17","STOLEN VEHICLE","1899585","865844"
"SL2007554","SALT LAKE CITY","1","3","90Z",,"01/02/2007","JOM","133","01/02/2007","5401-0","TRAFFIC","1866905","891511"
"SL2007582","SALT LAKE CITY","3","3","23H","300 E 1ST AVE                                                                                           ","01/02/2007","AVE","211","01/02/2007","2399-18","LARCENY","1895452","888019"
"SL2007602","SALT LAKE CITY","2","3","23F","200 S GLENDALE ST                                                                                       ","01/02/2007","POP","151","01/02/2007","2305-0","LARCENY","1882752","885473"
"SL2007560","SALT LAKE CITY",,"3","0","000 500 S                                                                                               ","01/02/2007","PEF","114","01/02/2007","5499-7","TRAFFIC","1889483","883612"
"SL2007617","SALT LAKE CITY","5","3","90J","100 E 900 S                                                                                             ","01/02/2007","WEL","231","01/02/2007","5707-0","INV OF PRIVACY","1892800","880399"
"SL2007646","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2007","JOM","133","01/02/2007","7399-6","PUBLIC ORDER","1866905","891511"
"SL2007631","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2007","JOM","133","01/02/2007","7399-1","PUBLIC ORDER","1866905","891511"
"SL2007660","SALT LAKE CITY","1","3","0","500 N REDWOOD RD                                                                                        ","01/02/2007","JOM","133","01/02/2007","5499-12","TRAFFIC","1878494","892208"
"SL2007552","SALT LAKE CITY","2","3","23G","3400 W 1820 S                                                                                            ","01/02/2007","WSL","154","01/02/2007","2304-0","LARCENY","1868963","873619"
"SL2007544","SALT LAKE CITY","2","3","220","1900 S 4650 W                                                                                            ","01/02/2007","WSL","154","01/02/2007","2205-0","BURGLARY","1861022","872494"
"SL2007626","SALT LAKE CITY","4","3","0","100 S STATE ST                                                                                          ","01/02/2007","DTN","113","01/02/2007","7399-1","PUBLIC ORDER","1892637","886761"
"SL20074054","SALT LAKE CITY","1","1","0",,"01/07/2007","JOM","133","01/07/2007","7399-1","PUBLIC ORDER","1866905","891511"
"SL2007654","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2007","JOM","133","01/02/2007","7399-6","PUBLIC ORDER","1866905","891511"
"SL2007681","SALT LAKE CITY","2","3","0","200 S 5500 W                                                                                            ","01/02/2007","POP","154","01/02/2007","2499-14","STOLEN VEHICLE","1855488","885459"
"SL2007647","SALT LAKE CITY","4","3","90Z","300 S 900 E                                                                                             ","01/02/2007","EAC","213","01/02/2007","5401-0","TRAFFIC","1899032","884892"
"SL2007645","SALT LAKE CITY","4","3","0","500 E GALLACHER PL                                                                                      ","01/02/2007","CEC","214","01/02/2007","5499-12","TRAFFIC","1896019","882290"
"SL2007666","SALT LAKE CITY","2","3","0","600 W 1300 S                                                                                            ","01/02/2007","WSL","152","01/02/2007","5499-7","TRAFFIC","1887059","877505"
"SL2007729","SALT LAKE CITY","4","3","35B","200 S 500 W                                                                                             ","01/02/2007","DTN","112","01/02/2007","3550-0","DRUGS","1887938","885839"
"SL2007683","SALT LAKE CITY","5","3","23F","1800 S MAIN ST                                                                                           ","01/02/2007","PEF","234","01/02/2007","2305-0","LARCENY","1891794","873584"
"SL2007687","SALT LAKE CITY","4","3","0","700 S 200 E                                                                                             ","01/02/2007","CEC","115","01/02/2007","5399-28","PUBLIC PEACE","1893410","881851"
"SL2007649","SALT LAKE CITY","4","3","220","300 S STATE ST                                                                                          ","01/02/2007","DTN","113","01/02/2007","2205-0","BURGLARY","1892630","884920"
"SL2007707","SALT LAKE CITY","4","3","35B","200 S 500 W                                                                                             ","01/02/2007","DTN","112","01/02/2007","3550-0","DRUGS","1887938","885839"
"SL2007679","SALT LAKE CITY","2","3","0","800 S CHESTNUT ST                                                                                       ","01/02/2007","POP","154","01/02/2007","2499-14","STOLEN VEHICLE","1874072","881082"
"SL2007738","SALT LAKE CITY","1","3","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2007","WES","133","01/02/2007","7399-1","PUBLIC ORDER","1867036","893752"
"SL2007704","SALT LAKE CITY","5","3","13B","700 E 900 S                                                                                             ","01/02/2007","EAL","232","01/02/2007","1313-0","ASSAULT","1897408","880384"
"SL2007774","SALT LAKE CITY","5","3","290","200 E HAMPTON AVE                                                                                       ","01/02/2007","WEL","231","01/02/2007","2902-0","DAMAGED PROP","1893541","878437"
"SL2007749","SALT LAKE CITY","2","3","220","1000 W WENCO CIR                                                                                         ","01/02/2007","WSL","153","01/02/2007","2204-0","BURGLARY","1883390","875125"
"SL2007700","SALT LAKE CITY","7","3","90Z","600 E 2100 S                                                                                            ","01/02/2007","LIW","234","01/02/2007","4902-0","ESCAPE","1896942","871568"
"SL2007688","SALT LAKE CITY","2","3","23H","700 W GENESEE AVE                                                                                       ","01/02/2007","POP","152","01/02/2007","2309-0","LARCENY","1886036","880817"
"SL20072441","SOUTH SALT LAKE",,"6","90Z",,"01/05/2007","94","94","01/05/2007","3599-2","DRUGS","1885127","861211"
"SL2007655","SALT LAKE CITY","3","3","290","100 N 400 W                                                                                             ","01/02/2007","CAH","111","01/02/2007","2902-0","DAMAGED PROP","1888742","888626"
